Course Name,URL,Course ID
荷蘭文一上 (FL2029),https://cool.ntu.edu.tw/courses/9630,9630
荷蘭文二上 (FL3195),https://cool.ntu.edu.tw/courses/9633,9633
荷蘭文三上 (FL4165),https://cool.ntu.edu.tw/courses/9634,9634
地質調查一 (GEO2012-01),https://cool.ntu.edu.tw/courses/9643,9643
財務行政 (PS3303),https://cool.ntu.edu.tw/courses/9659,9659
地表作用與地形 (GEO3004),https://cool.ntu.edu.tw/courses/9684,9684
日本近現代文學選讀上 (JPNL4003),https://cool.ntu.edu.tw/courses/9697,9697
服務設計 (PROG5241),https://cool.ntu.edu.tw/courses/9721,9721
進階語音學 (LING7107),https://cool.ntu.edu.tw/courses/9738,9738
認知語言學與心理學專題研究 (LING7425),https://cool.ntu.edu.tw/courses/9737,9737
GNSS在地表變形研究之應用 (Geo5142),https://cool.ntu.edu.tw/courses/9746,9746
由基礎到臨床：小動物內分泌學特論 (VCS5011),https://cool.ntu.edu.tw/courses/9752,9752
犬五大蟲媒傳染 (VCS5013),https://cool.ntu.edu.tw/courses/9753,9753
消費者行為 (IB5004),https://cool.ntu.edu.tw/courses/9756,9756
土木工程概念設計 (CIE1012-03),https://cool.ntu.edu.tw/courses/9763,9763
高等熱力學一 (ME7002),https://cool.ntu.edu.tw/courses/9768,9768
臺灣歷史與人物 (HIST1541),https://cool.ntu.edu.tw/courses/9773,9773
學術英文論文寫作與發表 (WRITE7010-01),https://cool.ntu.edu.tw/courses/9788,9788
昭明文選上 (CHIN2043),https://cool.ntu.edu.tw/courses/9791,9791
老子甲上 (CHIN2123),https://cool.ntu.edu.tw/courses/9798,9798
服務學習甲 (LS0004-05),https://cool.ntu.edu.tw/courses/9815,9815
行銷研究 (IB3002-01),https://cool.ntu.edu.tw/courses/9838,9838
非營利組織管理 (MBA5018),https://cool.ntu.edu.tw/courses/9879,9879
老人學概論 (SW5006),https://cool.ntu.edu.tw/courses/9888,9888
生理與記憶 (PSY5021),https://cool.ntu.edu.tw/courses/9901,9901
創意產業專題 (ECON5162),https://cool.ntu.edu.tw/courses/9926,9926
俄文二上 (FL3017),https://cool.ntu.edu.tw/courses/9963,9963
日文二上 (JPNL3047-03),https://cool.ntu.edu.tw/courses/9982,9982
日文三上 (JPNL4029-03),https://cool.ntu.edu.tw/courses/9986,9986
陶淵明詩 (CHIN3046),https://cool.ntu.edu.tw/courses/10015,10015
詩學研究法與論文寫作 (CHIN5103),https://cool.ntu.edu.tw/courses/10014,10014
量子物理與應用 (OE5021),https://cool.ntu.edu.tw/courses/10016,10016
民事訴訟法上 (LAWILS7061-01),https://cool.ntu.edu.tw/courses/10033,10033
民事訴訟法甲上 (LAW3271-01),https://cool.ntu.edu.tw/courses/10034,10034
歷史研究與寫作 (HIST3100-02),https://cool.ntu.edu.tw/courses/10055,10055
專題演講 (EE5161),https://cool.ntu.edu.tw/courses/10070,10070
電工學與實習 (BME2115),https://cool.ntu.edu.tw/courses/10068,10068
